machine_id,temperature,vibration,pressure,rpm,power_consumption,cycle_count,operating_hours,failure
M002,62.37275221433786,2.0321850870368396,111.81314986490298,1473.071181635041,62.516649928459316,3320,2512,0
M003,62.30857650212702,2.8728170831783344,90.30207280785228,1496.6671733404114,42.60355824424547,6275,3261,0
M002,60.600968988911355,2.7320809514330224,112.70156663512367,1429.8094515723824,57.47462997380798,6392,4589,0
M003,78.29474841931749,1.6909337632617398,100.28498623389807,1547.1730131499141,46.174506422130406,3526,2678,0
M004,68.06173861227197,2.404823408808268,92.18117789715805,1730.3030291866003,49.97459314586295,6642,281,0
M003,67.35485158689389,1.9649035332154057,109.27610823616202,1271.5036203763154,52.356740967546976,4914,4926,0
M004,49.961376355932465,1.146067091539944,89.08819112915323,1597.7040276948017,33.19215031600321,9463,429,1
M004,76.35418030209226,3.29046074137635,109.5727606109232,1534.4317339212882,38.29826131658161,1287,2628,0
M001,57.60741605146528,2.0551992425300893,103.19089181787677,1530.7527659089412,50.6906641502973,4944,4953,0
M003,70.59932630266329,4.04870825769885,91.05512966362119,1674.368913974818,44.205539489728956,360,4348,1
M001,72.77376937958192,0.37450772980016733,107.92952223001839,1509.8594850434317,57.97265036219698,1974,4658,0
M003,83.60658595838652,1.4432212271566338,108.19884588532958,1596.0458523811405,37.151032953055,3464,3212,0
M003,56.91179600880888,2.0326388366908716,117.36279408714937,1643.1729259142294,54.5220404500639,2226,4632,0
M001,39.80487844179174,3.1373810976289143,114.49220518613944,1399.1269599238788,38.99023023676539,5044,2945,0
M001,71.83849544753694,2.399469372602185,107.36911031089424,1559.8366921627596,47.18316004684457,5625,2317,0
M003,88.00511181510853,2.3104727541807515,83.08613573186855,1449.8424785578736,41.48497788609629,1850,3984,1
M002,82.38946352939438,0.8727362074458529,136.72880482261087,1473.463644056021,65.21943904376958,5932,3432,1
M004,72.09659415274626,0.8430586027705287,78.94575683392284,1435.5877207043336,39.284062696239715,3905,2663,0
M001,65.08363814367952,2.322504660289905,114.23894761423463,1594.2160808193773,49.02352243704781,3775,935,0
M004,78.0712259663731,0.6358940061816416,106.46925725329447,1516.3289418036507,36.18531081583878,817,2342,0
M002,60.26453800295531,1.4681222497106714,82.38786441278327,1578.9088068633348,62.79656097656472,2146,1688,0
M002,74.7635776935622,2.5009173290858575,98.13548591682252,1496.4965274208503,53.21025932941764,7774,882,0
M002,75.05470159166627,1.017675727723224,98.81870670633039,1179.175797505935,51.095784716789346,8372,2519,0
M001,80.6020990749888,3.6053559623618066,119.58374073715785,1506.2736832199416,61.794503514333805,7096,816,0
M002,97.59660038911078,3.22393634423789,89.30033649579683,1512.7075910313633,51.179379531380896,7833,3232,1
M001,73.92415967178766,0.4285800016616996,96.07082490363469,1548.519187430692,51.756570849128614,4469,3866,0
M002,64.91036374292501,1.0676287568180127,64.95895592468105,1381.2541612628515,51.05380230452121,5955,2846,0
M004,69.74425687808005,-0.28577724449495,126.02144189685366,1260.9060566668977,54.50907460354495,4719,4975,1
M004,52.30924095110882,1.2174086374518667,83.94297635469893,1624.9213289788556,46.0604689286299,7850,677,0
M003,63.05286868910942,2.7663884765723994,104.90366296358762,1445.2786886931663,48.28570154109334,6014,2254,0
M004,65.90717561886896,1.5861050577251432,98.47888255417205,1534.2488095369993,56.48267702765957,4958,2983,0
M003,64.75911602065408,2.4607972436159673,98.5299854982499,1443.707984022341,52.218983612463056,6265,2489,0
M004,71.52354872033722,0.47766568171825585,112.14792977306313,1498.787634845281,49.086048687182995,441,2314,0
M001,61.775800676177994,2.7979752545819054,125.06893690455452,1410.1429304128383,38.7958208717543,7884,2446,1
M004,81.21030667324472,1.4448907720716502,103.77240504912987,1306.3832821692345,61.98440227629276,9854,1888,1
M003,70.00207064918197,2.0121696822829054,109.82617026445789,1594.7463321537314,44.70836712039383,7658,1720,0
M003,69.90699678861385,1.9071254986069472,104.93337305090562,1379.375982354776,57.89789790735406,9062,1903,1
M002,66.72105283487082,0.7284514791077161,115.26297135895939,1532.790296178962,51.40602921350468,3212,223,0
M001,71.55190683858979,0.8469156682602177,93.05625430770509,1582.0920443804155,39.65239581816104,9848,4760,1
M004,78.25098264667635,2.967794469003426,116.1308583162462,1382.6374568793838,60.01820382024492,1896,934,0
M002,61.328697842890996,2.3989921575016955,116.65749798471076,1259.222873125403,52.03632517119632,1089,1312,0
M004,63.41883510924743,3.050049041553427,116.23805513024365,1985.2171227706106,60.68276285389634,8674,1308,1
M004,66.96273971223336,2.3246582355025183,90.09778198995286,1394.4456248109148,48.54073039411265,308,225,0
M002,56.54129076526785,2.1429906348092165,97.47493548644213,1624.6834317202317,55.63240983973643,8784,199,1
M002,61.807421402785025,0.2739893813332335,103.59200483170652,1887.8927099140249,35.89978310923989,1018,4599,0
M002,65.23779126455341,1.7296333032388302,79.43736932756491,1657.9815493707786,45.99827309124994,4493,4106,0
M002,78.74389180712727,1.972615679596256,123.92380312129022,1439.9114382344897,39.81605334214983,3261,2884,0
M002,72.62561329001925,3.953107198272574,99.81585199746736,1486.5767224929778,47.00172919969287,7084,2324,0
M004,71.93589911367545,2.6869566320986773,104.25891831407083,1333.4785560522303,53.77449391604916,4290,3993,0
M002,78.50897962167971,3.5360611817095284,91.34493340409196,1676.3392853915484,45.163359298766835,7101,3933,0
M001,68.62628211600604,2.5975377058947284,80.09683660949466,1613.2541416117376,56.91073674911026,1357,1597,0
M003,73.9046484992889,1.2886967730505208,90.93955171787843,1397.1148363476514,43.14709885159991,82,4,0
M002,68.96778247067503,2.1171242161498514,103.28806281450383,1291.565038580311,57.08189290919983,8442,279,0
M002,72.65362349399628,2.236223646264233,110.1014321913054,1235.7532524672617,60.478057326992285,9285,3019,1
M004,64.17241342388418,1.0608444302293183,102.4268731090408,1697.3028007608402,58.10820908072789,5411,2364,0
M002,45.611828417235714,1.615612623407079,105.20086024362925,1524.074625791112,47.24648758536182,2387,126,0
M002,68.65720837813696,1.794233006322828,94.94460437977935,1542.9969072665504,32.99637121644686,1408,4399,0
M002,84.2274813609994,3.605619832565118,107.44372849368142,1335.4102748275286,54.65733597389878,9673,2796,1
M004,79.26215402241593,-0.08074052539097831,122.24249299578861,1207.2993793391188,48.99812228227757,9290,4826,1
M002,79.6539748459117,3.205818420716043,110.57184163658481,1692.5227149423265,42.172856478981174,3728,3249,0
M003,82.36130721806218,1.0632047650406173,112.1431283237941,1508.4078073994463,45.54976748103672,5294,3901,0
M004,70.88657590961438,0.6279208127303859,104.41024598959946,1681.446932011524,61.475402531558416,8924,4585,1
M003,71.97315707405596,3.179942130038464,77.45267395600597,1422.8133746968872,40.901278395118766,322,4532,0
M004,63.8234810456565,2.731898069234381,84.33000204053135,1452.6364313926283,53.74647340496969,2057,3701,0
M002,66.8392714397295,3.2545187023811897,106.82313700995765,1642.6596353241264,51.74366540509923,3060,482,0
M003,76.15771149771142,2.8007019475455768,99.83591422059871,1646.469615930105,47.14089868269414,3700,3039,0
M004,82.03884437168816,4.059845001737402,106.59764329709242,1659.5131245371908,55.15626149850438,5635,4410,1
M001,68.60553724319,2.5587238369444854,125.1463512676611,1440.9597493794608,63.05796207119093,3384,1507,1
M002,65.49810735148588,1.8435226238768414,110.89053998844001,1622.9094475301736,47.63222796891041,9453,3168,1
M004,70.00527958856597,2.3429263773213425,118.88329308614232,1721.8198930953438,48.05455241538319,8997,938,1
M001,76.01206748929116,3.2434691283459633,101.42022084206096,1479.0455976636931,54.9765192399216,9725,16,1
M004,55.56145183866458,1.220624674739883,87.8917648377334,1397.3023272451892,57.34594257148001,4225,4542,0
M001,47.03819046862762,1.348111417468619,99.13200761178489,1768.5495206633532,48.97834234281092,3456,4374,0
M002,64.49463150508416,1.6910399854020925,87.92872279421293,1369.1108532897385,47.55701011125081,3664,3942,0
M003,57.79287574085841,-0.10458279876533227,123.37442435158673,1625.8952994228953,32.25882783424191,3096,4547,0
M001,64.9185980235269,2.138078408417547,111.85586614803205,1488.3155378960278,43.77592870106757,7428,2713,0
M004,68.52219681182528,0.11387129604897384,107.8076874494242,1131.6868767030878,40.8855066234596,7565,4701,0
M002,65.46751590976987,2.053059312932619,118.53914803342155,1725.718813495716,55.47699997049513,4659,3885,0
M001,84.52467534470745,2.8652897561352497,69.69915378215163,948.4292740905264,48.048776411193266,9545,3617,1
M004,73.2674476460232,1.5231235393561644,108.82206927013989,1103.1743866484783,47.735827155688575,148,1033,0
M004,73.00474359610828,3.6771158701868707,80.34031323543441,1605.4660158961344,49.92754989101615,5730,1811,0
M004,76.22207144043402,0.5394991005815122,99.89116452301508,1605.4142397356231,43.0385882389968,7163,2007,0
M001,58.61166882219231,3.1912606816318325,95.32438611299179,1372.4840284244929,62.42597749351003,9975,4196,1
M001,80.39111787420269,2.675137056406921,109.92604918145422,1529.564418060649,60.38555129357289,6262,469,0
M001,69.2423571346454,0.28396675168931096,103.42280933441432,993.7139908443991,62.944854264381505,5553,1324,0
M003,76.70480617241212,4.710794299040533,120.17675760417683,1641.39509289412,55.46733784991113,614,3277,1
M001,59.28142766959844,1.9362547144960338,90.9715425860108,1549.9450974107194,49.764175079824504,8431,1624,0
M001,54.46241233983936,1.1225159778443683,110.63671584449926,1490.871429333241,62.91783442405508,912,1235,0
M001,78.17889658025028,0.5929128052159831,102.43334825348248,1504.1682964275544,44.552265312696164,3013,118,0
M003,73.76409526097517,1.7799819723403258,75.47064594892672,1598.6508352386063,43.0303281677359,5409,1883,0
M001,60.9794844564249,1.8725931276100403,86.2207531221545,1494.2196953004277,45.18790788184113,158,2004,0
M004,61.303369187253054,2.1026455285396644,97.75182949716748,1125.188899453756,54.182970135314385,547,787,0
M001,81.2543478441477,1.7022038437760398,116.68438674837591,1939.2664469045046,43.903158452898616,5132,2475,0
M004,58.10588107132672,2.6332253101150935,106.95584586335671,1740.1601638856903,48.75701609425601,2900,2767,0
M004,86.42672953255963,1.6123701673367536,82.48748764178929,1243.0110676090344,37.18515764892179,7674,1427,1
M004,60.99379265352131,0.06503588275952898,97.8952565792926,1430.972553904682,53.84878132342595,2265,242,0
M003,76.38391925608383,1.8506385043503588,130.26709673189544,1452.7931619687918,37.863173062535125,8946,4038,1
M003,66.71381524251015,-0.3674776533732782,101.66835002261287,1715.7699133017927,42.542711561077105,734,4722,0
M003,76.03187431082343,2.3537706308913897,95.09011637391407,1068.1462129360464,59.73733707917315,3791,3913,0
M001,64.55885997885807,1.0206997697173645,107.3760946113433,1400.1983471140422,59.44254653588888,4317,15,0
M004,68.37207093927705,2.1633603549158007,111.45089619372955,1147.8727113324992,52.994504716371985,1924,4611,0
M003,70.40919175395722,3.3140749815246044,93.15747478779912,1442.9808968343323,52.20530865388184,523,2782,0
M003,59.978125442185274,1.0512513047319998,107.53862161557156,1405.499821383019,45.752322822765926,9702,1823,1
M001,77.40824345420125,3.0612562585121177,95.06665754993786,1515.9388134765425,43.81677069006239,5924,4923,0
M003,64.86786433528415,1.5666104333138469,110.78991402744157,1379.0251201981632,47.10206641794096,8809,10,1
M001,67.71400084659982,3.753194802065585,102.54539736956926,1349.795321721895,37.89076660430146,860,278,0
M002,60.056506253914876,1.6348473868017868,107.22951740579339,1623.9313383526296,52.01958843962931,6184,2942,0
M003,44.376663412046895,1.1595070144933086,88.61224680748744,1590.9345481885161,50.39064899846728,7492,4428,0
M002,68.08972237399831,2.6872384503952884,87.68070423890711,1610.2796685556484,42.53262986631786,5880,2791,0
M001,94.12615421612915,1.564210270376364,114.18245956989092,1464.6199819018316,62.54945535073086,7901,2085,1
M004,77.84604287898024,1.1585504858709914,98.80905427921759,1385.6522835549622,54.85530968229639,1307,1106,0
M003,69.80739620265605,1.522160149296209,104.27552113149042,1476.229503595846,55.53473443207085,6346,31,0
M001,67.37109170791733,1.9553934678169986,95.4040685937022,1600.2324140136905,46.101280591686674,2821,3125,0
M004,70.22465892812046,3.342180131244854,113.48090161020465,1064.6440598056304,49.98935937578941,3865,736,0
M004,75.4711911517521,0.06591225454042293,90.88285029955513,1578.8223860741716,55.01898136149938,6925,1848,0
M002,58.19187184691155,2.0230806589504207,97.96598140148676,1561.8276374669597,51.222258936801886,8226,3032,0
M001,81.14321694668872,2.624903594654043,111.78989219054698,1512.4301812171454,62.815206278158975,2100,3608,0
M004,77.15381315441245,2.193448574991796,117.59451548746398,1470.137315625665,48.36969944466599,9571,4140,1
M003,77.18185725707934,3.309865169433534,92.14361063459975,986.7761228135173,45.96351574211111,436,2677,0
M003,74.38475738809727,1.9256546702414759,129.39525972933825,1412.0293473799188,55.07402301177141,2572,293,1
M002,70.1961665769399,1.815448557814055,104.69862540540424,1857.8877422154746,39.88282182170791,4362,3196,0
M004,76.7286123596682,2.5923295470133434,84.35607607286893,1502.5802591136612,57.3943754584649,308,1571,0
M001,75.91814133741379,2.0993138149513495,105.53578072884952,1438.5420322650564,39.59430559526414,491,3048,0
M003,66.45959289058976,1.609591261719529,94.25501178274814,1503.3812391180224,55.1086773284684,5308,2939,0
M004,64.26398227103098,2.5161440395863797,106.51102730774765,1570.9545737256017,44.813811566618696,521,4262,0
M004,71.01856295261987,1.3474717067833548,99.35715628509493,1631.7640489378928,53.81267317586715,1914,268,0
M002,85.49020151495188,1.388822847980673,101.11410535285218,1454.2239673684116,57.25874356848814,2925,1147,1
M003,57.60892924346099,1.4720059782343864,86.32609935120782,1584.9839204787368,51.22736956403135,9560,3342,1
M003,55.324747342475604,3.3530691601664073,114.8509184607454,1835.330160552272,40.40303238687456,3290,879,0
M001,71.64760841236517,-1.2210163559857135,82.65808949273452,1701.250159886543,42.82579804394278,3229,58,0
M003,70.50887701856018,2.3955988347629424,83.36852656892508,1968.0600431713958,44.17072687172974,3577,2497,0
M001,71.73341664370409,2.0342718142002223,105.5104052372123,1368.6459283296567,34.83994485121781,5609,3891,0
M003,72.439531979085,0.3191295407618797,124.04266370766955,1835.237901500403,59.01982286985543,2571,216,0
M002,67.76797745365195,2.3097267791360023,94.71110354403389,1341.865272015481,50.88086068605063,232,4339,0
M003,84.89863438602082,2.475751991831532,110.51458484055948,1570.7132293480927,40.91585563848804,9814,4612,1
M001,53.99096021523484,2.5896392313574,116.10010265295318,1646.4953058476199,61.645398859666855,2652,2311,0
M001,61.71502975219754,-0.6518280630449489,112.22026655941104,1397.8445616191054,44.3893751988947,6250,4956,0
M002,68.96745239850952,3.3663894118544384,95.33187566239478,1517.592855494855,52.00457991259897,1216,733,0
M003,53.568111888458326,1.2622632953151591,83.63429924208889,1682.0922204903682,43.39783563843039,3539,2502,0
M003,68.24145595567929,2.686567746753176,66.88678651492967,1357.9458203376184,33.85391877336778,521,4639,0
M002,86.61470165728018,2.741073780682286,96.0573925080641,1833.8766919095294,39.084475529189916,3066,2421,1
M003,70.20886488295962,1.123302914380707,117.67131052843263,1223.0806750545303,46.41207655306855,340,3377,0
M003,72.30700905718683,2.6604599523515504,83.13751022857099,1887.9382885456769,57.186374969648384,8250,373,0
M001,57.3983523482742,1.6145067590876419,110.50314771278148,1700.2652269599184,52.772265174553965,3253,111,0
M003,63.83638591960523,-0.07137717933815724,85.74771204922192,1482.0548847344444,51.12164100936996,4681,2540,0
M003,66.24803619676064,3.1677419255277792,101.59108864580257,1419.4663577526537,33.91977901804094,5633,293,0
M002,66.82284903243766,1.22495503698376,110.61687421232527,1398.5943474417952,60.16068918144076,242,2469,0
M002,82.81643795003768,1.1455065372619457,90.10756844742359,1472.840871948597,51.78943757196445,227,2198,0
M004,75.57691060725125,1.596934131963278,102.55727021045371,1490.3008276902347,49.04465864086272,6703,3268,0
M001,58.88542043062968,2.272236725327388,93.77362994912006,1751.0452493269163,59.059384879911164,2602,167,0
M003,72.46504778432005,1.9427295891778977,110.57722988407265,1893.7308200769166,59.97997378854619,8318,3153,0
M003,74.98221748496785,2.5480669247071703,103.52975752726955,1539.8759841308015,59.236721980873526,4430,69,0
M004,81.40149038521267,0.6605106334713411,100.84761511643902,1330.8743024021192,48.0233080263737,4853,1425,0
M003,85.80540686568374,1.2576136295692653,123.37524940212967,1390.854791872761,41.97218751372644,9623,2572,1
M001,59.84905808172131,1.8840029276784664,109.93459213552453,1463.381843077743,57.911383337136584,2168,1654,0
M004,61.89142488789662,3.8978872926587056,89.64472200810566,1293.975578940645,39.07956445543667,2748,2259,0
M001,57.42422141085384,1.886187461586242,98.71204148803358,1264.2117195785243,65.57805390931426,1308,101,0
M004,67.65980140893019,3.0852222636616315,98.86151822380509,1919.4254424746055,50.2239963615565,1593,1731,0
M004,74.66358374446335,2.0385551687843178,101.20479358937818,1560.5227051892507,41.51292595440333,1493,1361,0
M002,79.87334516589102,1.5163413625624316,137.86763914911242,1333.3733732639307,40.145051566747114,7883,332,1
M001,69.24048976357477,1.7532755758855594,105.56277839066496,1663.3207140715426,39.77916140755153,4777,2252,0
M003,66.80152476745155,1.831580287971119,69.46146144842837,1264.330775038631,51.122903253766744,6438,4324,0
M003,71.5175799224874,2.6036457389607386,91.85801542424552,1280.7975904257892,49.9488614395217,7108,3260,0
M001,61.64857098369977,3.3746112675765545,71.01441868756287,1339.391519787151,40.112622611926454,8438,1122,0
M003,90.89538721694774,2.359680847686321,95.0530261443124,1830.9026561730066,47.148353707552786,1082,1957,1
M003,53.923389728819416,3.1870776787417556,70.19034655410357,1449.4239868443253,39.05651691126926,9673,1959,1
M001,71.84740578895725,1.0352102623703145,86.92614293397358,1011.6586026195026,54.71441444755338,10,459,0
M004,90.2360621922964,1.5853694911859695,77.1891770554882,1742.0131866351187,49.56325387109829,2006,1217,1
M001,70.06799844559998,1.2756974657923332,105.76240266951217,1438.7237271675285,46.97277995266042,3529,4985,0
M004,68.09960964998506,2.3144445908748525,100.00809043943318,1130.1183988243188,39.695114159459784,2292,930,0
M003,66.42554577189573,1.6410416148205862,104.54443461248097,1436.663302407318,47.59875519821788,944,310,0
M003,68.19608318237592,2.7297729370341957,98.4317291714721,1604.2007793209807,46.68217694922939,8626,2889,1
M003,83.7284847467653,1.0689982883675584,79.08553374693373,1580.8098333065939,52.54181360967677,6248,1758,0
M002,47.88138088670493,2.0430309733212813,107.70282053882103,1859.6829958329638,51.33614382493568,2289,4341,0
M004,85.33433701296326,2.686857911012256,128.83336840404178,1329.4464274860138,56.33648081663474,3343,471,1
M002,55.76042847549855,-0.06530277504061033,106.1381886790982,1509.3440240529944,46.123387651959504,2566,4417,0
M002,67.33347670765585,4.121631307330203,93.6111310102365,1360.0861442843157,35.116707982428046,1759,4236,1
M001,65.70755579701338,1.7168481151201243,78.57899235841832,1191.5614211625555,57.928743012784324,5163,3180,0
M002,75.88553269770719,-0.025039913676172976,86.37899543860053,1677.105474461191,42.511739895614554,3875,2360,0
M001,54.01875648116253,2.158093898576786,106.79559484858089,1592.653913829504,41.144663575877956,2228,1144,0
M001,74.62172666081943,2.033443467973151,116.09677040199063,1556.7356899397705,49.655067639089985,8459,98,0
M002,90.24309623286852,1.918105620427507,103.91299262082964,1585.358038651729,52.41816410363614,7019,3649,1
M004,56.368259954071895,2.9911911129266664,111.99830934558975,1362.905429462316,45.753308754282536,4477,493,0
M004,71.89706167610396,2.747444971427056,110.61517366040864,1298.8609825363612,45.69045854825499,5917,2157,0
M004,63.38017822203391,2.297876191023845,107.59801587078877,1507.529474433872,46.87178945787556,514,4579,0
M004,74.25887206193036,2.4501556339466477,90.12289607108116,1732.2422804823227,61.33232280794515,1743,2177,0
M004,70.19147777415752,1.8956415505619135,102.60885267962729,1821.6154270907095,49.97857529953494,9121,1423,1
M002,63.5851309095569,3.7754908492400485,87.27433294176792,1659.0865413614865,42.25629728430563,7856,4935,0
M002,74.87872284871074,0.5208039816422334,100.26143429437153,1505.8348853536193,42.337733144776266,1448,505,0
M003,88.04348109786743,2.1396516742158966,104.96295296600368,1553.9567858799871,47.992926563341044,3887,4305,1
M004,68.09096208272702,2.06502463118878,125.18175711080282,1502.3187718650743,51.902863472224055,198,360,1
M002,77.19757942148182,2.813280406064593,80.35402038448552,1294.8113320601144,53.871841295729524,1780,153,0
M003,57.06727042128836,1.1561461225751009,107.22261446486958,1504.9294756421086,50.99326883077772,4900,532,0
M004,60.43563623181991,0.2563273976034639,122.21854887435393,1233.0346364823013,43.26501319266329,4422,2011,0
M001,74.72406277880377,2.156823016098193,111.38271648758194,1475.184554779392,46.60846960351374,9905,2357,1
M003,84.84116028535965,2.281230492218604,112.49418164237562,1827.2210221192638,55.871263054916994,5713,2783,0
M002,73.5561334878566,3.4895994094476492,108.81542352801718,1664.5718445566704,40.83126431637524,5743,1969,0
M001,66.86941969476845,0.7296379536749138,119.47501734663125,1315.376163152694,46.2739728553803,3504,4971,0
M001,69.99291405423354,3.1546937667167203,83.68782747831449,1485.5141860715435,54.77970286305082,7672,2347,0
M001,57.495922660302824,4.3674143640271215,79.2111000104463,1333.1247376490523,57.00225141308141,2567,4436,1
M003,76.04515326355367,1.622235112477523,99.90498789302116,1487.497246364558,48.45667703126894,9121,634,1
M002,78.82333062323409,0.7090577805067759,67.58256844642435,1708.2215633049127,46.710345515433474,4625,2601,0
M001,65.4790966716692,1.5930256336266289,118.45968706267017,1630.6015876619808,39.42305646845008,7090,1192,0
M004,65.29957852240499,2.0140049673713807,118.31072793243162,1996.8288161490673,54.20511938181676,5352,4515,0
M001,72.65878229652049,2.5637878750069145,93.4997416737321,1738.4954805015143,60.550237481174314,1419,736,0
M001,65.63280263959405,1.4086052701619525,94.43844105009235,1540.8000762155384,70.52123246879754,9522,2436,1
M003,69.33867385374178,3.555198534147342,98.91478787273994,1635.4299948266587,53.09156946814437,2557,1208,0
M003,90.99721789166516,0.8854676849919383,100.78030975659429,1459.5113651633328,49.592962786848155,7870,2058,1
M002,67.52974299254004,0.26079484782719997,101.90760878791428,1274.4991505827008,42.641515094792744,423,607,0
M004,66.41659847978778,3.1067104242873174,108.37348160317455,1761.1553156575042,34.969144690054804,149,3065,0
M003,63.52458194364841,-0.27462103120619963,97.41060470487282,1701.7982953863295,51.41567399791867,9705,3749,1
M001,77.44191971499937,1.7958702311272838,114.1478995521669,1451.7891570812071,68.80271296123442,8095,4326,0
M002,68.18775826781896,5.117681129208048,106.68921665687955,1554.7871473862676,60.16649783725531,138,2037,1
M001,63.506269616785744,1.9879564470400686,90.89554831191046,1748.1878374769612,58.932514152910386,7065,2185,0
M001,83.21304032273012,0.8792323493037504,120.02669001706147,1669.270285241204,51.96482253646332,1870,996,0
M003,84.19603004513637,1.9426025362132062,79.6261452081627,1207.3797497500602,52.876185282242574,2061,2578,0
M002,63.99576434261295,1.9491992113804664,98.61751283767785,1548.724004297965,30.61002145377618,8120,1179,0
